"","category","name","reviewer","review","date","ratings"
"180","Luggage","SHOWKOO Luggage Sets Expandable PC+ABS Durable Suitcase Double Wheels TSA Lock 4pcs, Family Set-Orange","Jonathan","Soooo light and good value for money","Reviewed in Australia on 16 January 2024","5.0 out of 5 stars"
"181","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","MikeC","Sturdy build and is surprisingly able to hold more than you'd think. I used this on a work trip and was able to secure a week's worth of clothing and toiletries with no problem at all. Fitted well in to the overhead storage on the plane.","Reviewed in Australia on 14 December 2023","4.5 out of 5 stars"
"182","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","Adeel","The 75cm case is large, bigger than expected. Good quality and well packaged.","Reviewed in Australia on 20 August 2023","5.0 out of 5 stars"
"183","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","MikeC","It was easy to roll and was very spacious","Reviewed in Australia on 14 December 2023","2.0 out of 5 stars"
"184","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","SM","There's nothing to dislike about this suitcase. It's easy to manoeuvre and it keeps everything where and your contents remains just where you put it.Definitely made to last.","Reviewed in Australia on 29 January 2024","5.0 out of 5 stars"
"185","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","Amazon Customer","light weight and sturdysurvived travelling 7 european countries, planes, trains + automobiles!","Reviewed in Australia on 18 November 2023","5.0 out of 5 stars"
"186","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","El.Fin","As prescribed, high quality materials & Design.","Reviewed in Australia on 16 December 2023","4.0 out of 5 stars"
"187","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","Anna Hutt","I haven't use it yet, but I am happy with my purchase.","Reviewed in Australia on 29 October 2023","5.0 out of 5 stars"
"188","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","wagdy","Travelled with it twice, great carry on. It's large and holds a lot.Easy to move around.","Reviewed in Australia on 6 January 2024","5.0 out of 5 stars"
"189","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","Rafiq","The product is as mentioned in the description. I have not used it that much but it looks good so far.","Reviewed in Australia on 17 December 2023","5.0 out of 5 stars"
"190","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","Ness C","Good value carry-on case","Reviewed in Australia on 15 September 2023","5.0 out of 5 stars"
"191","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","MikeC","Sturdy build and is surprisingly able to hold more than you'd think. I used this on a work trip and was able to secure a week's worth of clothing and toiletries with no problem at all. Fitted well in to the overhead storage on the plane.","Reviewed in Australia on 14 December 2023","4.5 out of 5 stars"
"192","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","Adeel","The 75cm case is large, bigger than expected. Good quality and well packaged.","Reviewed in Australia on 20 August 2023","5.0 out of 5 stars"
"193","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","MikeC","It was easy to roll and was very spacious","Reviewed in Australia on 14 December 2023","2.0 out of 5 stars"
"194","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","SM","There's nothing to dislike about this suitcase. It's easy to manoeuvre and it keeps everything where and your contents remains just where you put it.Definitely made to last.","Reviewed in Australia on 29 January 2024","5.0 out of 5 stars"
"195","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","Amazon Customer","light weight and sturdysurvived travelling 7 european countries, planes, trains + automobiles!","Reviewed in Australia on 18 November 2023","5.0 out of 5 stars"
"196","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","El.Fin","As prescribed, high quality materials & Design.","Reviewed in Australia on 16 December 2023","4.0 out of 5 stars"
"197","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","Anna Hutt","I haven't use it yet, but I am happy with my purchase.","Reviewed in Australia on 29 October 2023","5.0 out of 5 stars"
"198","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","wagdy","Travelled with it twice, great carry on. It's large and holds a lot.Easy to move around.","Reviewed in Australia on 6 January 2024","5.0 out of 5 stars"
"199","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","Rafiq","The product is as mentioned in the description. I have not used it that much but it looks good so far.","Reviewed in Australia on 17 December 2023","5.0 out of 5 stars"
"200","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","Ness C","Good value carry-on case","Reviewed in Australia on 15 September 2023","5.0 out of 5 stars"
"201","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","MikeC","Sturdy build and is surprisingly able to hold more than you'd think. I used this on a work trip and was able to secure a week's worth of clothing and toiletries with no problem at all. Fitted well in to the overhead storage on the plane.","Reviewed in Australia on 14 December 2023","4.5 out of 5 stars"
"202","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","Adeel","The 75cm case is large, bigger than expected. Good quality and well packaged.","Reviewed in Australia on 20 August 2023","5.0 out of 5 stars"
"203","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","MikeC","It was easy to roll and was very spacious","Reviewed in Australia on 14 December 2023","2.0 out of 5 stars"
"204","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","SM","There's nothing to dislike about this suitcase. It's easy to manoeuvre and it keeps everything where and your contents remains just where you put it.Definitely made to last.","Reviewed in Australia on 29 January 2024","5.0 out of 5 stars"
"205","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","Amazon Customer","light weight and sturdysurvived travelling 7 european countries, planes, trains + automobiles!","Reviewed in Australia on 18 November 2023","5.0 out of 5 stars"
"206","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","El.Fin","As prescribed, high quality materials & Design.","Reviewed in Australia on 16 December 2023","4.0 out of 5 stars"
"207","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","Anna Hutt","I haven't use it yet, but I am happy with my purchase.","Reviewed in Australia on 29 October 2023","5.0 out of 5 stars"
"208","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","wagdy","Travelled with it twice, great carry on. It's large and holds a lot.Easy to move around.","Reviewed in Australia on 6 January 2024","5.0 out of 5 stars"
"209","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","Rafiq","The product is as mentioned in the description. I have not used it that much but it looks good so far.","Reviewed in Australia on 17 December 2023","5.0 out of 5 stars"
"210","Luggage","Amazon Basics Hardside Expandable Spinner Suitcase, Black, 55cm Carry-On","Ness C","Good value carry-on case","Reviewed in Australia on 15 September 2023","5.0 out of 5 stars"
"211","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Marita Valenzuela","The color is stunning, love it! It's roomy and expandable, easy to drive.","Reviewed in Australia on 15 December 2023","4.5 out of 5 stars"
"212","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Kevin Towers","Good looking and sturdy case. Great compartments inside, comes with a separate locking mechanism. Great price for a quality product.","Reviewed in Australia on 31 October 2023","5.0 out of 5 stars"
"213","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Marita Valenzuela","Besides absolutely loving the colour, this suitcase is perfect as carry-on luggage. Well made, good pockets, and easy to pack.","Reviewed in Australia on 15 December 2023","3.0 out of 5 stars"
"214","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Leon","Compact and sturdy, just the right size for a two-day trip. Great value for money.","Reviewed in Australia on 26 February 2024","5.0 out of 5 stars"
"215","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Neesee K","I love this suitcase.  Just the right size for a couple of days away.","Reviewed in Australia on 19 November 2023","5.0 out of 5 stars"
"216","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Brigitte","Purchased unit to help with carry on luggage weight when walking long distances to board aircraft","Reviewed in Australia on 26 October 2023","5.0 out of 5 stars"
"217","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Wendy Kerr","Jetstar a difficult at the best of time, however carry on luggage has set dimensions. The advertised size does not include the bulge at the back where the handle slides into. This is not the best when you are in a departure lounge and an airline employee wants to check your luggage, and doesn’t fit in the frame to check your baggage.Consequently, additional charges were applied. Please forward to the manufacturer.Overall it is well made product.","Reviewed in Australia on 3 June 2023","5.0 out of 5 stars"
"218","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Michael Bott","This suitcase was bought online for my grandson, it was his 8th birthday present. It was used once as carry on luggage. On the way from the airport to car pick up, the wheel fell off. Upon closer inspection I noticed the extent of the damage which included damage to the other wheel. I couldn't believe it, I was so angry. You can see from the photos how thin the case is, it's paper thin! I saw him sit on it while waiting in line but it should not have broken, he's only 8! Unfortunately when this occurred it was outside the return date, not only am I out of pocket but I now need to spend extra money on a 'better' product to replace this rubbish. My advice is save your money. I'm rating this one star only because delivery was fast, arriving within 2 days of purchase, but the luggage itself is a big fat zero!","Reviewed in Australia on 13 November 2022","5.0 out of 5 stars"
"219","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Kevin Towers","Lots of packing room, light weight, conveniently placed handles on side for retrieving off luggage belts regardless which direction it is facing, fits on plane overhead, and wheels in all directions.  Hard shell outside however means no convenient pocket on the outside.  Otherwise, it is a very good choice.","Reviewed in Australia on 31 October 2023","5.0 out of 5 stars"
"220","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Kevin Towers","Just got back from my trip and was very pleased.  Was able to use as carry on.  It rolled very easily thru the airport on four wheels and I was able to turn it sideways to push it down the airplane aisles when boarding the plane. Very light weight so it made it easy to put in the overhead. Would recommend.","Reviewed in Australia on 28 May 2023","3.0 out of 5 stars"
"221","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Marita Valenzuela","The color is stunning, love it! It's roomy and expandable, easy to drive.","Reviewed in Australia on 15 December 2023","4.5 out of 5 stars"
"222","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Kevin Towers","Good looking and sturdy case. Great compartments inside, comes with a separate locking mechanism. Great price for a quality product.","Reviewed in Australia on 31 October 2023","5.0 out of 5 stars"
"223","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Marita Valenzuela","Besides absolutely loving the colour, this suitcase is perfect as carry-on luggage. Well made, good pockets, and easy to pack.","Reviewed in Australia on 15 December 2023","3.0 out of 5 stars"
"224","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Leon","Compact and sturdy, just the right size for a two-day trip. Great value for money.","Reviewed in Australia on 26 February 2024","5.0 out of 5 stars"
"225","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Neesee K","I love this suitcase.  Just the right size for a couple of days away.","Reviewed in Australia on 19 November 2023","5.0 out of 5 stars"
"226","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Brigitte","Purchased unit to help with carry on luggage weight when walking long distances to board aircraft","Reviewed in Australia on 26 October 2023","5.0 out of 5 stars"
"227","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Wendy Kerr","Jetstar a difficult at the best of time, however carry on luggage has set dimensions. The advertised size does not include the bulge at the back where the handle slides into. This is not the best when you are in a departure lounge and an airline employee wants to check your luggage, and doesn’t fit in the frame to check your baggage.Consequently, additional charges were applied. Please forward to the manufacturer.Overall it is well made product.","Reviewed in Australia on 3 June 2023","5.0 out of 5 stars"
"228","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Michael Bott","This suitcase was bought online for my grandson, it was his 8th birthday present. It was used once as carry on luggage. On the way from the airport to car pick up, the wheel fell off. Upon closer inspection I noticed the extent of the damage which included damage to the other wheel. I couldn't believe it, I was so angry. You can see from the photos how thin the case is, it's paper thin! I saw him sit on it while waiting in line but it should not have broken, he's only 8! Unfortunately when this occurred it was outside the return date, not only am I out of pocket but I now need to spend extra money on a 'better' product to replace this rubbish. My advice is save your money. I'm rating this one star only because delivery was fast, arriving within 2 days of purchase, but the luggage itself is a big fat zero!","Reviewed in Australia on 13 November 2022","5.0 out of 5 stars"
"229","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Kevin Towers","Lots of packing room, light weight, conveniently placed handles on side for retrieving off luggage belts regardless which direction it is facing, fits on plane overhead, and wheels in all directions.  Hard shell outside however means no convenient pocket on the outside.  Otherwise, it is a very good choice.","Reviewed in Australia on 31 October 2023","5.0 out of 5 stars"
"230","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Kevin Towers","Just got back from my trip and was very pleased.  Was able to use as carry on.  It rolled very easily thru the airport on four wheels and I was able to turn it sideways to push it down the airplane aisles when boarding the plane. Very light weight so it made it easy to put in the overhead. Would recommend.","Reviewed in Australia on 28 May 2023","3.0 out of 5 stars"
"231","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Marita Valenzuela","The color is stunning, love it! It's roomy and expandable, easy to drive.","Reviewed in Australia on 15 December 2023","4.5 out of 5 stars"
"232","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Kevin Towers","Good looking and sturdy case. Great compartments inside, comes with a separate locking mechanism. Great price for a quality product.","Reviewed in Australia on 31 October 2023","5.0 out of 5 stars"
"233","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Marita Valenzuela","Besides absolutely loving the colour, this suitcase is perfect as carry-on luggage. Well made, good pockets, and easy to pack.","Reviewed in Australia on 15 December 2023","3.0 out of 5 stars"
"234","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Leon","Compact and sturdy, just the right size for a two-day trip. Great value for money.","Reviewed in Australia on 26 February 2024","5.0 out of 5 stars"
"235","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Neesee K","I love this suitcase.  Just the right size for a couple of days away.","Reviewed in Australia on 19 November 2023","5.0 out of 5 stars"
"236","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Brigitte","Purchased unit to help with carry on luggage weight when walking long distances to board aircraft","Reviewed in Australia on 26 October 2023","5.0 out of 5 stars"
"237","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Wendy Kerr","Jetstar a difficult at the best of time, however carry on luggage has set dimensions. The advertised size does not include the bulge at the back where the handle slides into. This is not the best when you are in a departure lounge and an airline employee wants to check your luggage, and doesn’t fit in the frame to check your baggage.Consequently, additional charges were applied. Please forward to the manufacturer.Overall it is well made product.","Reviewed in Australia on 3 June 2023","5.0 out of 5 stars"
"238","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Michael Bott","This suitcase was bought online for my grandson, it was his 8th birthday present. It was used once as carry on luggage. On the way from the airport to car pick up, the wheel fell off. Upon closer inspection I noticed the extent of the damage which included damage to the other wheel. I couldn't believe it, I was so angry. You can see from the photos how thin the case is, it's paper thin! I saw him sit on it while waiting in line but it should not have broken, he's only 8! Unfortunately when this occurred it was outside the return date, not only am I out of pocket but I now need to spend extra money on a 'better' product to replace this rubbish. My advice is save your money. I'm rating this one star only because delivery was fast, arriving within 2 days of purchase, but the luggage itself is a big fat zero!","Reviewed in Australia on 13 November 2022","5.0 out of 5 stars"
"239","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Kevin Towers","Lots of packing room, light weight, conveniently placed handles on side for retrieving off luggage belts regardless which direction it is facing, fits on plane overhead, and wheels in all directions.  Hard shell outside however means no convenient pocket on the outside.  Otherwise, it is a very good choice.","Reviewed in Australia on 31 October 2023","5.0 out of 5 stars"
"240","Luggage","Rockland Melbourne Hardside Expandable Spinner Wheel Luggage, Charcoal, Carry-On 20-Inch, Melbourne Hardside Expandable Spinner Wheel Luggage","Kevin Towers","Just got back from my trip and was very pleased.  Was able to use as carry on.  It rolled very easily thru the airport on four wheels and I was able to turn it sideways to push it down the airplane aisles when boarding the plane. Very light weight so it made it easy to put in the overhead. Would recommend.","Reviewed in Australia on 28 May 2023","3.0 out of 5 stars"
"241","Luggage","Samsonite Oc2lite Suitcase","Sharyn Perry","I have wanted a Samsonite suitcase for a long time and when I saw on sale, had trouble choosing one, but decided on this one. It is well made, compact, with lots of space, no wasted space. No overdone colours or decoration. Comes with a nice slip storage bag. Fits inside my larger suitcase so doesnt need to take up any extra space for storage.","Reviewed in Australia on 5 January 2024","4.7 out of 5 stars"
"242","Luggage","Samsonite Oc2lite Suitcase","Steven White","I have boarded quite a few domestic flights with this little case, it's light weight, it's sturdy and can pack quite a load for a weekend or short holiday away. I'm always impressed with Samsonite gear, the price on Amazon was clearly cheaper than the other retailers. Considering how many trips I have used the bag, there are little markings on the case. Great buy","Reviewed in Australia on 15 July 2023","5.0 out of 5 stars"
"243","Luggage","Samsonite Oc2lite Suitcase","Sharyn Perry","Very well made suitcase ideal for short stays. Wheels easy, very light and  locks with combination numbers.","Reviewed in Australia on 5 January 2024","1.0 out of 5 stars"
"244","Luggage","Samsonite Oc2lite Suitcase","Thierry Scherer","As you would expect from Samsonite this is a very well constructed suitcase. It is very light and moves freely either as a 'pull along' or 'push along'. Good size for that 'week away' or longer if you are a 'light packer'.I do prefer cases with catches rather than zippers but this one, having a zipper, gives you the capacity to expand its volume. The internal pockets, straps and zippers divide up and protect your travel goods. The zip closing section in the lid ensures clothes arrive wrinkle free. A nice case in this category (mid size, hard shell).","Reviewed in Australia on 11 January 2024","5.0 out of 5 stars"
"245","Luggage","Samsonite Oc2lite Suitcase","Gaza","Purchased this as a gift for someone.  Solid, lovely design and well made.","Reviewed in Australia on 20 February 2024","5.0 out of 5 stars"
"246","Luggage","Samsonite Oc2lite Suitcase","Michael R. Tobin","I was given the blue colour 75cm Samsonite luggage as my birthday gift. The quality is good. I managed to pack quite a lot into it and it has an extendable zip in case you need more room.The size is great for my height at 163cm.","Reviewed in Australia on 13 November 2023","5.0 out of 5 stars"
"247","Luggage","Samsonite Oc2lite Suitcase","C Mifsud","Just what l needed for long weekend travel plenty of room for a 3 day trip as well as easy carry on luggage ✔️✔️","Reviewed in Australia on 8 December 2023","5.0 out of 5 stars"
"248","Luggage","Samsonite Oc2lite Suitcase","Angela","This suitcase is light and easy to wheel. Fits easily in overhead luggage space on aeroplanes","Reviewed in Australia on 15 July 2023","5.0 out of 5 stars"
"249","Luggage","Samsonite Oc2lite Suitcase","peter","It will be used to replace my old Samsonite case, bought in 2006 and much-used until recently.","Reviewed in Australia on 19 November 2023","4.0 out of 5 stars"
"250","Luggage","Samsonite Oc2lite Suitcase","TiffanyGC","fantastic item and super light","Reviewed in Australia on 7 January 2024","5.0 out of 5 stars"
"251","Luggage","Samsonite Oc2lite Suitcase","Sharyn Perry","I have wanted a Samsonite suitcase for a long time and when I saw on sale, had trouble choosing one, but decided on this one. It is well made, compact, with lots of space, no wasted space. No overdone colours or decoration. Comes with a nice slip storage bag. Fits inside my larger suitcase so doesnt need to take up any extra space for storage.","Reviewed in Australia on 5 January 2024","4.7 out of 5 stars"
"252","Luggage","Samsonite Oc2lite Suitcase","Steven White","I have boarded quite a few domestic flights with this little case, it's light weight, it's sturdy and can pack quite a load for a weekend or short holiday away. I'm always impressed with Samsonite gear, the price on Amazon was clearly cheaper than the other retailers. Considering how many trips I have used the bag, there are little markings on the case. Great buy","Reviewed in Australia on 15 July 2023","5.0 out of 5 stars"
"253","Luggage","Samsonite Oc2lite Suitcase","Sharyn Perry","Very well made suitcase ideal for short stays. Wheels easy, very light and  locks with combination numbers.","Reviewed in Australia on 5 January 2024","1.0 out of 5 stars"
"254","Luggage","Samsonite Oc2lite Suitcase","Thierry Scherer","As you would expect from Samsonite this is a very well constructed suitcase. It is very light and moves freely either as a 'pull along' or 'push along'. Good size for that 'week away' or longer if you are a 'light packer'.I do prefer cases with catches rather than zippers but this one, having a zipper, gives you the capacity to expand its volume. The internal pockets, straps and zippers divide up and protect your travel goods. The zip closing section in the lid ensures clothes arrive wrinkle free. A nice case in this category (mid size, hard shell).","Reviewed in Australia on 11 January 2024","5.0 out of 5 stars"
"255","Luggage","Samsonite Oc2lite Suitcase","Gaza","Purchased this as a gift for someone.  Solid, lovely design and well made.","Reviewed in Australia on 20 February 2024","5.0 out of 5 stars"
"256","Luggage","Samsonite Oc2lite Suitcase","Michael R. Tobin","I was given the blue colour 75cm Samsonite luggage as my birthday gift. The quality is good. I managed to pack quite a lot into it and it has an extendable zip in case you need more room.The size is great for my height at 163cm.","Reviewed in Australia on 13 November 2023","5.0 out of 5 stars"
"257","Luggage","Samsonite Oc2lite Suitcase","C Mifsud","Just what l needed for long weekend travel plenty of room for a 3 day trip as well as easy carry on luggage ✔️✔️","Reviewed in Australia on 8 December 2023","5.0 out of 5 stars"
"258","Luggage","Samsonite Oc2lite Suitcase","Angela","This suitcase is light and easy to wheel. Fits easily in overhead luggage space on aeroplanes","Reviewed in Australia on 15 July 2023","5.0 out of 5 stars"
"259","Luggage","Samsonite Oc2lite Suitcase","peter","It will be used to replace my old Samsonite case, bought in 2006 and much-used until recently.","Reviewed in Australia on 19 November 2023","4.0 out of 5 stars"
"260","Luggage","Samsonite Oc2lite Suitcase","TiffanyGC","fantastic item and super light","Reviewed in Australia on 7 January 2024","5.0 out of 5 stars"
"261","Luggage","Samsonite Oc2lite Suitcase","Sharyn Perry","I have wanted a Samsonite suitcase for a long time and when I saw on sale, had trouble choosing one, but decided on this one. It is well made, compact, with lots of space, no wasted space. No overdone colours or decoration. Comes with a nice slip storage bag. Fits inside my larger suitcase so doesnt need to take up any extra space for storage.","Reviewed in Australia on 5 January 2024","4.7 out of 5 stars"
"262","Luggage","Samsonite Oc2lite Suitcase","Steven White","I have boarded quite a few domestic flights with this little case, it's light weight, it's sturdy and can pack quite a load for a weekend or short holiday away. I'm always impressed with Samsonite gear, the price on Amazon was clearly cheaper than the other retailers. Considering how many trips I have used the bag, there are little markings on the case. Great buy","Reviewed in Australia on 15 July 2023","5.0 out of 5 stars"
"263","Luggage","Samsonite Oc2lite Suitcase","Sharyn Perry","Very well made suitcase ideal for short stays. Wheels easy, very light and  locks with combination numbers.","Reviewed in Australia on 5 January 2024","1.0 out of 5 stars"
"264","Luggage","Samsonite Oc2lite Suitcase","Thierry Scherer","As you would expect from Samsonite this is a very well constructed suitcase. It is very light and moves freely either as a 'pull along' or 'push along'. Good size for that 'week away' or longer if you are a 'light packer'.I do prefer cases with catches rather than zippers but this one, having a zipper, gives you the capacity to expand its volume. The internal pockets, straps and zippers divide up and protect your travel goods. The zip closing section in the lid ensures clothes arrive wrinkle free. A nice case in this category (mid size, hard shell).","Reviewed in Australia on 11 January 2024","5.0 out of 5 stars"
"265","Luggage","Samsonite Oc2lite Suitcase","Gaza","Purchased this as a gift for someone.  Solid, lovely design and well made.","Reviewed in Australia on 20 February 2024","5.0 out of 5 stars"
"266","Luggage","Samsonite Oc2lite Suitcase","Michael R. Tobin","I was given the blue colour 75cm Samsonite luggage as my birthday gift. The quality is good. I managed to pack quite a lot into it and it has an extendable zip in case you need more room.The size is great for my height at 163cm.","Reviewed in Australia on 13 November 2023","5.0 out of 5 stars"
"267","Luggage","Samsonite Oc2lite Suitcase","C Mifsud","Just what l needed for long weekend travel plenty of room for a 3 day trip as well as easy carry on luggage ✔️✔️","Reviewed in Australia on 8 December 2023","5.0 out of 5 stars"
"268","Luggage","Samsonite Oc2lite Suitcase","Angela","This suitcase is light and easy to wheel. Fits easily in overhead luggage space on aeroplanes","Reviewed in Australia on 15 July 2023","5.0 out of 5 stars"
"269","Luggage","Samsonite Oc2lite Suitcase","peter","It will be used to replace my old Samsonite case, bought in 2006 and much-used until recently.","Reviewed in Australia on 19 November 2023","4.0 out of 5 stars"
"270","Luggage","Samsonite Oc2lite Suitcase","TiffanyGC","fantastic item and super light","Reviewed in Australia on 7 January 2024","5.0 out of 5 stars"
"271","Luggage","American Tourister Airconic Front Opening Suitcase","Liza","great suitcase - well made, lightweight, with quiet wheels and a convenient handle. I am enjoying it much more than I expected. highly recommend","Reviewed in Australia on 13 February 2024","4.7 out of 5 stars"
"272","Luggage","American Tourister Airconic Front Opening Suitcase","Adam","Replaced my Samsonite with this. Used this on a trip as soon as I bought it.  Perfect compact design for carry on luggage. Great quality and great price. Recommended!","Reviewed in Australia on 24 December 2023","5.0 out of 5 stars"
"273","Luggage","American Tourister Airconic Front Opening Suitcase","Alan Schoenheimer","Was looking for lightweight case without spending a fortune. This case, while not the lightest in the category, was a great compromise. Very happy.","Reviewed in Australia on 2 September 2023","5.0 out of 5 stars"
"274","Luggage","American Tourister Airconic Front Opening Suitcase","NotjustAbag","Light weight and perfect for short term travel","Reviewed in Australia on 4 January 2024","4.0 out of 5 stars"
